基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
絲,之,,skʰəh,清,三,開,之,去,七吏,tshỳ,cy4,螆,
絲,之,,sxə,心,三,開,之,平,息兹,sy,sy1,絲蕬,
臦,陽,,kʷaŋɣ,見,三,合,陽,上,俱往,küáng,guang3,臩,todo：併入臣？
臦,陽,,kʀʷaŋɣ,見,三,合,庚,上,俱永,küä́ng,jong3,臩,
臦,陽,,kʷaŋh,見,三,合,陽,去,居況,küàng,guang4,臦,
舄,藥,,skʰøk,清,三,開,藥,入,七雀,tshyak,cio5,舄1,
舄,鐸,,sxak,心,三,開,昔,入,思積,siäk,si5,潟磶舄2𩍆蕮,
舄,魚,,sxaɣ,心,三,開,麻,上,悉姐,syá,sie3,瀉寫𣞐,
舄,鐸,,sxakh,心,三,開,麻,去,司夜,syà,sie4,瀉䉣,
舄,藥,,xløk,書,三,開,藥,入,書藥,sjyak,sho5,獡,
茻,鐸,,mˤak,明,一,開,鐸,入,慕各,mak,mo5,膜摸莫幕鄚鏌漠瘼寞瞙嗼1塻𣩎𢊗𡈗𠢓,
茻,魚,,mˤa,明,一,開,模,平,莫胡,mo,mo2,摸膜模嫫謨𠻚,
茻,鐸,,mˤakh,明,一,開,模,去,莫故,mò,mo4,暮慕募墓慔𥰻,
茻,鐸,,mʀˤak,明,二,開,陌,入,莫白,mräk,mä5,𡠜𡖶貘驀嗼2,
茻,鐸,,mʀˤakh,明,二,開,麻,去,莫駕,mrà,ma4,鬕,
茻,魚,,mʀˤas,明,二,開,麻,平,莫霞,mra,ma2,蟆,
茻,之,,məɣ,明,一,開,侯,上,莫厚,mú,mou3,莽,
茻,魚,,mˤaɣ,明,一,開,模,上,莫補,mó,mo3,莽䥈,
茻,陽,,mˤaŋɣ,明,一,開,唐,上,摸朗,máng,mang3,莽䥈茻䁳䒎㬒蟒漭1,漭配疊韻
茻,陽,,mˤaŋh,明,一,開,唐,去,莫浪,màng,mang4,漭2,漭配疊韻
菐,覺,,pok,幫,三,開,屋,入,方六,pyuk,fu5,菐,說文廾亦聲。kʷ>p？
菐,屋,,bˤɔk,並,一,開,屋,入,蒲木,buk,bu5,菐,
菐,屋,,bˤɔk,並,一,開,屋,入,蒲木,buk,bu5,㲫𥐁菐穙,
菐,屋,,bˤɔk,並,一,開,屋,入,蒲木,buk,bu5,䗱僕䑑,
菐,覺,,bˤok,並,一,開,沃,入,蒲沃,bok,bu5,䗱僕䑑,
菐,覺,,bˤok,並,一,開,沃,入,蒲沃,bok,bu5,鏷,
菐,覺,,bˤok,並,一,開,沃,入,蒲沃,bok,bu5,䴆,
菐,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,䴆,
菐,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,醭𥣜撲,
菐,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,墣,
菐,屋,,pʰʀˤɔk,滂,二,開,覺,入,匹角,phrök,po5,墣,
菐,屋,,pʰʀˤɔk,滂,二,開,覺,入,匹角,phrök,po5,璞㹒,
菐,魚,,bˤa,並,一,開,模,平,薄胡,bo,pu2,樸,方言地名
菐,屋,,pʰʀˤɔk,滂,二,開,覺,入,匹角,phrök,po5,樸,
菐,屋,,bˤɔk,並,一,開,屋,入,蒲木,buk,bu5,樸,
菐,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,樸,
菐,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,濮䧤𡡐獛蹼纀𩯏,
菐,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,䪁,
菐,屋,,pɔk,幫,三,開,燭,入,封曲,pyok,fu5,䪁,
菐,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,襆,
菐,屋,,bɔk,並,三,開,燭,入,房玉,byok,fu5,襆,
菐,屋,,bɔk,並,三,開,燭,入,房玉,byok,fu5,幞,
菐,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,轐,
菐,覺,,bˤok,並,一,開,沃,入,蒲沃,bok,bu5,轐,
菐,鐸,,pʰˤak,滂,一,開,鐸,入,匹各,phuak,po5,𦿍,
菐,屋,,bʀˤɔk,並,二,開,覺,入,蒲角,brök,bo5,𢷏,
萬,月(月0),,ŋʀʷˤath,明,二,開,夬,去,莫話,mràj,mä4,邁勱䜕,ŋʀʷ>mʀ
萬,見(元1),,ŋʀʷɛnh,明,三,合,元,去,無販,müòn,uang4,萬贎,
萬,月(月0),rx>tʰʀ,tʰʀˤath,徹,二,開,夬,去,丑犗,tchràj,chä4,蠆,
萬,月(月0),,ʀˤat,來,一,開,曷,入,盧達,lat,la5,糲,瘌糲同源
萬,月(月0),,ʀˤath,來,一,開,泰,去,落蓋,làj,lä4,糲犡𨇆𡂖,
萬,月(月0),,xlˤat,透,一,開,曷,入,他達,that,ta5,噧,
萬,物,,xʀˤəth,曉,二,開,皆,去,許介,hrä̀i,xä4,噧䜕,
萬,月(月0),,xʀˤath,曉,二,開,夬,去,火犗,hràj,xä4,䜕,
萬,月(月0),,ʀath,來,三,開,祭A,去,力制,lièj,li4,糲犡厲礪勵禲癘濿蠣蠇櫔𩧃𥣭𧸱巁𢤆,栵同櫔䅀同𥣭䮋同𩧃
詈,脂,,ʀˤøl,來,四,開,齊,平,郎奚,liei,li2,㦒,
詈,皮(歌1),,ʀɛlh,來,三,開,支A,去,力智,liï̀,li4,詈,
買,皮(歌1),,mʀˤɛl,明,二,開,佳,平,莫佳,mre,mä2,䁲𩍃,
買,皮(歌1),,mʀˤɛlɣ,明,二,開,佳,上,莫蟹,mré,mä3,買嘪蕒㵋鷶,
買,皮(歌1),,mʀˤɛlh,明,二,開,佳,去,莫懈,mrè,mä4,賣,
閏,文,,nʷən,日,三,合,諄,平,如勻,njvin,ruen2,瞤,
閏,文,,nʷənh,日,三,合,諄,去,如順,njvìn,ruen4,閏潤,
閏,元(元0),,nʷan,日,三,合,仙A,平,而緣,njvän,ruang2,撋,
閑,元(元0),,kʀˤan,見,二,開,刪,平,古顔,kran,jän1,䔵,
閑,見(元1),,ɣʀˤɛn,匣,二,開,山,平,戸閒,xrän,xän2,閑鷴,
隓,歌(歌0),,tʰʷˤal,透,一,合,戈,平,土禾,thuö,to1,䜏,䜏退同源
隓,歌(歌0),,tʰʷˤalɣ,透,一,合,戈,上,他果,thuö́,to3,嫷隋1𨼰,𨼰嶞同源
隓,歌(歌0),,tʰʷˤalh,透,一,合,戈,去,湯卧,thuö̀,to4,嫷,
隓,歌(歌0),,dʷˤalɣ,定,一,合,戈,上,徒果,duö́,do4,嫷䤻𥳔憜嶞,𨯝䤻同源
隓,歌(歌0),,tʷˤalɣ,端,一,合,戈,上,丁果,tuö́,do3,鬌䤻(鍺),
隓,皮(歌1),,dʀʷɛl,澄,三,合,支B,平,直垂,dcüï,chuei2,鬌,
隓,歌(歌0),,dʷˤalɣ,定,一,合,戈,上,徒果,duö́,do4,惰鬌,
隓,歌(歌0),,dʷˤalh,定,一,合,戈,去,徒臥,duö̀,do4,𧝍惰媠,
隓,歌(歌0),,tʰʷˤalh,透,一,合,戈,去,湯卧,thuö̀,to4,𧝍,
隓,月(月0),,tʰʷˤath,透,一,合,泰,去,他外,thuàj,tuei4,毻,
隓,歌(歌0),,tʰʷˤalh,透,一,合,戈,去,湯卧,thuö̀,to4,毻,
隓,歌(歌0),,ɣlʷˤalɣ,定,一,合,戈,上,徒果,duö́,do4,䲊,
隓,歌(歌0),,xlʷˤalɣ,透,一,合,戈,上,他果,thuö́,to3,䲊橢,
隓,脂,,ɣlʷølɣ,以,三,合,脂A,上,以水,jví,uei3,䲊撱,
隓,皮(歌1),,ɣlʷɛlɣ,以,三,合,支A,上,羊捶,jvḯ,uei3,䔺撱䝐,
隓,皮(歌1),,ɣlʷɛl,以,三,合,支A,平,悅吹,jvï,uei2,䔺䝐𩁌,
隓,歌(歌0),,ɣlʷˤalh,定,一,合,戈,去,徒臥,duö̀,do4,𧱫,𧱫𤢍䝐同源
隓,皮(歌1),,xʷɛl,曉,三,合,支A,平,許規,hvï,huei1,墮隓隳䜐𡐦,
隓,歌(歌0),,dʷˤalɣ,定,一,合,戈,上,徒果,duö́,do4,墮,
隓,歌(歌0),,tʰʷˤalɣ,透,一,合,戈,上,他果,thuö́,to3,墮,
隓,歌(歌0),,dʷˤal,定,一,合,戈,平,徒和,duö,to2,堶,
隓,微,,dʷˤəlɣ,定,一,合,灰,上,徒猥,duö́i,duei4,𨯝,
隓,皮(歌1),,sxʷɛlɣ,心,三,合,支A,上,息委,svḯ,suei3,髓䭉𣿂,
隓,皮(歌1),,sxʷɛlh,心,三,合,支A,去,思累,svï̀,suei4,瀡,
隓,皮(歌1),,sɣʷɛl,邪,三,合,支A,平,旬爲,zvï,suei2,隨隋2𥶻,
隓,皮(歌1),,sɣʷɛlɣ,邪,三,合,支A,上,隨婢,zvḯ,suei4,𤢍,
集,葉(葉0),,skʰˤap,清,一,開,盍,入,倉雜,tshap,ca5,囃𥗭,
集,緝,,sgˤəp,從,一,開,合,入,徂合,dzöp,za5,䕹雜磼雥,
集,業(葉1),,sgˤɛp,從,四,開,怗,入,在協,dziep,zie5,䕹,
集,緝,,skəp,精,三,開,緝A,入,子入,tsip,zi5,䌖㗱潗㠍,
集,葉(葉0),,sgap,從,三,開,葉A,入,疾葉,dziäp,zie5,䌖,
集,葉(葉0),,skʰap,清,三,開,葉A,入,七接,tshiäp,cie5,鏶穕,
集,緝,,sgəp,從,三,開,緝A,入,秦入,dzip,zi5,鏶集𦺴,
集,緝,,sgʀəp,崇,三,開,緝B,入,仕戢,dzcyp,zä5,䯂,𧤏𧥄㗊 濈戢同源 
,真(真0),,sʀøn,生,三,開,臻,平,所臻,scyn,sen1,䯂燊,訓莘，甡莘𦐹𨐔兟侁駪燊䯂同
雋,元(元0),,skʷˤanɣ,精,一,合,桓,上,作管,tsuán,zuang3,𦆈,
雋,元(元0),,skʷan,精,三,合,仙A,平,子泉,tsvän,züän1,鐫,
雋,皮(歌1),,skʷɛl,精,三,合,支A,平,遵爲,tsvï,zuei1,臇𤎱,
雋,元(元0),,skʷanɣ,精,三,合,仙A,上,子兖,tsvä́n,züän3,臇𤎱𧕣,
雋,元(元0),,sgʷanɣ,從,三,合,仙A,上,徂兖,dzvä́n,züän4,雋隽𤺻𦼱,
雋,脂,,skʷølh,精,三,合,脂A,去,將遂,tsvì,zuei4,檇,
雋,脂,,skʷøl,精,三,合,脂A,平,醉綏,tsvi,zuei1,檇,
雋,微,,sgʷˤəl,從,一,合,灰,平,昨回,dzuöi,cuei2,檇,
雋,皮(歌1),,sxʷɛlɣ,心,三,合,支A,上,息委,svḯ,suei3,嶲,
雋,文,,skʷənh,精,三,合,諄,去,子峻,tsvìn,züin4,儁寯,
須,侯,sn>s,sɔ,心,三,合,虞,平,相俞,süo,sü1,須鬚嬃𩓣𢄼蕦,𩓣需同源
須,侯,sn>s,sɔɣ,心,三,合,虞,上,相庾,süó,sü3,𦄼䅡,
須,侯,sn>s,sɔɣ,心,三,合,虞,上,相庾,süó,sü3,𦄼,
須,東,sn>s,sɔŋɣ,心,三,開,鍾,上,息拱,syóng,song3,𦄼,
須,幽,sn>s,soɣ,心,三,開,尤,上,息有,syú,siou3,𦄼,
須,魚,,sʀʷaɣ,生,三,開,魚,上,踈舉,scyó,su3,盨,
黑,職,,xlʷˤək,曉,一,開,德,入,呼北,hëk,hä5,黑潶㱄,
黑,職,,mˤək,明,一,開,德,入,莫北,mëk,mä5,墨默䘃纆𡣫䁿嘿,
黑,職,,mˤəkh,明,一,合,灰,去,莫佩,muö̀i,mei4,䆀,
黑,宵,,mˤøh,明,一,開,咍,去,莫代,mö̀i,mä4,䆀,
黑,宵,,mˤøɣ,明,一,開,咍,上,莫亥,mö́i,mä3,䆀,
黑,質,ek>øt,hʀˤøt,影,二,開,黠,入,烏黠,qrät,ia5,嫼,
黑,質,ek>øt,mʀøth,明,三,開,脂B,去,明祕,myì,mei4,嚜,
黑,物,,ɣʷˤət,匣,一,合,沒,入,戸骨,xuot,hu5,𦗣,或會意
鼎,耕,,tˤɛŋɣ,端,四,開,青,上,都挺,tiéng,din3,𩕢鼎薡濎,
㓹,月(月0),,kʀath,見,三,開,祭B,去,居例,kyèj,ji4,𦇧罽𣯅瀱蘮,
㓹,月(月0),,skʰʷath,清,三,合,祭A,去,此芮,tshvèj,cuei4,㓹,
㠭,元(元0),,tʀanɣ,知,三,開,仙B,上,知演,tcyä́n,zhang3,㠭展㞡搌輾㜊𧎰,
㠭,元(元0),,tʀanh,知,三,開,仙B,去,陟扇,tcyä̀n,zhang4,𩥇𧝑,
㠭,元(元0),,tʰʀanɣ,徹,三,開,仙B,上,丑善,tchyä́n,chang3,搌,
㥑,幽,,hoh,影,三,開,尤,去,於救,qyù,iou4,憂,集韻於救切
㥑,幽,,ho,影,三,開,尤,平,於求,qyu,iou1,憂優瀀𢖒櫌鄾嚘耰獶𧀥纋㱊㥑,
㥑,幽,,hoɣ,影,三,開,尤,上,於柳,qyú,iou3,懮,
䨿,葉(葉0),,sgˤap,從,一,開,盍,入,才盍,dzap,za5,𢶍䪞,
䨿,葉(葉0),,sxˤap,心,一,開,盍,入,私盍,sap,sa5,𢶍𠎷𠿓𨆂𩐅,
𠶷,之,,hʀˤəh,影,二,開,皆,去,烏界,qrä̀i,ä4,噫,擬聲
𠶷,之,,hə,影,三,開,之,平,於其,qy,i1,譩噫,擬聲
,微,,həl,影,三,開,微,平,於希,qyëi,i1,譩,於擬誤抄於機
𠶷,之,,həɣ,影,三,開,之,上,於擬,qý,i3,譩醷,
𠶷,職,,hək,影,三,開,職,入,於力,qyk,i5,醷憶億臆𠶷繶澺薏𦺳䗷𩍖檍𣚍癔,
𠶷,職,,həkh,影,三,開,之,去,於記,qỳ,i4,意鷾,
𢽝,侵,,sgʀˤəm,崇,二,開,咸,平,士咸,dzcräm,chang2,𢽝,
𢽝,侵,,skʀˤəmh,莊,二,開,咸,去,莊陷,tscrä̀m,zhang4,蘸㺘,醶𩅼蘸同源
𤔔,元(元0),,ʀʷˤanh,來,一,合,桓,去,郎段,luàn,luang4,亂𢿢𤔔,
𤔔,歌(歌0),,ʀʷˤal,來,一,合,戈,平,落戈,luö,lo2,覶(覼),
𤔔,歌(歌0),,ʀʷˤalh,來,一,合,戈,去,魯過,luö̀,lo4,𠏢,
𤔔,元(元0),,ŋʀʷˤanh,疑,二,合,刪,去,五患,ngwàn,uang4,薍,
𤔔,見(元1),,ʀʷɛnɣ,來,三,合,仙A,上,力兖,lvä́n,luang3,𡡗,
𥆞,見(元1),,hɛnh,影,三,開,元,去,於建,qyòn,iän4,𡙷,
𥆞,見(元1),,hʀʷˤɛn,影,二,合,山,平,委鰥,qwän,uang1,𡣬,
𥆞,元(元0),,hʀʷan,影,三,合,仙B,平,於權,qüän,üän1,𡣬,
𥆞,元(元0),,hʷan,影,三,合,仙A,平,於緣,qvän,üän1,𡣬,
𥆞,見(元1),,ŋʷɛnh,疑,三,合,元,去,魚怨,ngüòn,üän4,𩕾,願𩕾同 
𥝁,月(月0),,ɣˤath,匣,一,開,泰,去,胡貝(見甸),xàj,hä4,𨘇,
𥝁,月(月0),,ɣʷˤath,匣,一,合,泰,去,黃外,xuàj,huei4,𨘇,
𥝁,月(月0),,ɣʀˤat,匣,二,開,鎋,入,胡瞎,xrat,xa5,舝𧕱𤪍𢮟,舝同轄
𥝁,質,,skʰˤøt,清,四,開,屑,入,千結,tshiet,cie5,竊,
𥝁,月(月0),,sxat,心,三,開,薛A,入,私列,siät,sie5,禼𥝁卨,
𪯎,質,,ʀˤøth,來,四,開,齊,去,郎計,lièi,li4,盭盩𪯎,盭同綟。《史颂鼎》𪯎(戾)於成周
𪯎,質,,ʀˤøt,來,四,開,屑,入,練結,liet,lie5,盭,同綟
,幽,,tʀo,知,三,開,尤,平,張流,tcyu,zhou1,盩,訓𧻖侜
喿,宵,,skʷˤøɣ,精,一,開,豪,上,子晧,tsáu,zao3,澡藻璪繰1,
喿,宵,,skʷˤøh,精,一,開,豪,去,則到,tsàu,zao4,躁趮,
喿,宵,,skøɣ,精,三,開,宵A,上,子小,tsiä́u,ziao3,劋,
喿,宵,,skˤøɣ,精,四,開,蕭,上,子了,tsiéu,ziao3,劋𧂈,
喿,宵,,skʰø,清,三,開,宵A,平,七遙,tshiäu,ciao1,幧鐰1,
喿,宵,,skʰʷˤø,清,一,開,豪,平,七刀,tshau,cao1,操幧𢿾,
喿,宵,,skʰʷˤøh,清,一,開,豪,去,七到,tshàu,cao4,操鄵,
喿,宵,,skʰʷˤøɣ,清,一,開,豪,上,采老,tsháu,cao3,懆,
喿,宵,,sgʷˤø,從,一,開,豪,平,昨勞,dzau,cao2,鐰2,
喿,幽,,sxˤo,心,一,開,豪,平,蘇遭,sau,sao1,繰2臊鱢,
喿,幽,,sxˤoh,心,一,開,豪,去,蘇到,sàu,sao4,喿譟噪髞𢤁㿋,瘙㿋同
喿,侯,,sxˤɔɣ,心,一,開,侯,上,蘇后,sú,sou3,橾操,
喿,侯,,sxʀɔ,生,三,合,虞,平,山芻,scüo,su1,橾,
嗇,職,,sxʀək,生,三,開,職,入,所力,scyk,sä5,濇㱇嗇𩍙穡薔轖繬䉢嬙𧒗懎𩕡𠢳㱇,
嗇,職,,xək,曉,三,開,職,入,火力,hyk,xi5,㱇,
嗇,宵,,xˤøh,曉,四,開,蕭,去,火弔,hièu,xao4,㱇(𢿿),或訓𣤡
,緝,,sʀəp,生,三,開,緝B,入,色立,scyp,sä5,濇,訓澀
夢,蒸,,xʷˤəŋ,曉,一,合,登,平,呼肱,huëng,hong1,薨𠐿𩖎𩙛𤃫,
夢,蒸,,mʀˤəŋ,明,二,開,耕,平,莫耕,mreng,men2,甍𣞑䉚𧂛𥌯,
夢,陽,,mˤaŋ,明,一,開,唐,平,莫郎,mang,mang2,蘉,
夢,蒸,,xʀʷˤəŋ,曉,二,合,耕,平,呼宏,hweng,hong1,𥕗,
夢,東,,mˤɔŋɣ,明,一,開,東,上,莫孔,múng,men3,懵,
夢,蒸,,mˤəŋh,明,一,開,登,去,武亘,më̀ng,men4,懵懜(𢅴)䲛𨮒𧀧,
夢,東,,mˤɔŋ,明,一,開,東,平,莫紅,mung,men2,懜𦿏,
夢,蒸,,məŋ,明,三,開,東,平,莫中,myung,men2,瞢夢懜𨞯鄸𦫰𧲎,
夢,蒸,,məŋh,明,三,開,東,去,莫鳳,myùng,men4,夢瞢𨞯鄸㝱䠢,
夢,蒸,,mˤəŋ,明,一,開,登,平,武登,mëng,men2,瞢䒐,
奧,侯,,hɔɣ,影,三,合,虞,上,於武,qüó,ü3,噢,擬聲
奧,覺,,hok,影,三,開,屋,入,於六,qyuk,ü5,噢隩墺澳奧薁䉛𨞓,集韻奧乙六切
奧,覺,,hˤokh,影,一,開,豪,去,烏到,qàu,ao4,懊䐿燠隩墺澳奧𩟇䜒𩼈,
奧,幽,,hˤoɣ,影,一,開,豪,上,烏晧,qáu,ao3,懊䐿燠,
奧,覺,,hok,影,三,開,屋,入,於六,qyuk,ü5,懊䐿燠,
奧,幽,,hˤoɣ,影,一,開,豪,上,烏晧,qáu,ao3,襖,
奧,宵,,xˤøh,曉,四,開,蕭,去,火弔,hièu,xao4,𣤡,
孴,緝,,ləp,以,三,開,緝A,入,羊入,jip,i5,孴,
,之,,ŋəɣ,疑,三,開,之,上,魚紀,ngý,li3,孴,訓薿𥣖
孴,緝,,nʀəp,娘,三,開,緝B,入,尼立,nyp,li5,孨㵫,
尟,元(元0),,sanɣ,心,三,開,仙A,上,息淺,siä́n,siän3,尟,
尟,,,,心,三,合,虞,去,思踐(句),süò,sü4,尠,句踐本該取踐不取句
尟,元(元0),,sanɣ,心,三,開,仙A,上,息淺,siä́n,siän3,尠,
廌,皮(歌1),,dʀˤɛlɣ,澄,二,開,佳,上,宅買,dcré,zhä4,廌,𧳋廌同
廌,皮(歌1),,dʀɛlɣ,澄,三,開,支B,上,池爾,dcyḯ,zhr4,廌,
會,月(月0),,hʷˤat,影,一,合,末,入,烏括,quat,o5,嬒,
會,月(月0),,hʷˤath,影,一,合,泰,去,烏外,quàj,uei4,懀嬒䶐䵳薈瞺,
會,月(月0),,hʀʷˤath,影,二,合,夬,去,烏快,qwàj,uä4,䵳䶐懀,
會,月(月0),,kʷˤat,見,一,合,末,入,古活,kuat,guä5,檜劊,
會,月(月0),,kʷˤath,見,一,合,泰,去,古外,kuàj,guei4,檜劊獪儈膾鱠襘旝澮鄶廥䯤𢶒,
會,月(月0),,kʀʷˤath,見,二,合,夬,去,古賣(邁),kwàj,guä4,獪,
會,月(月0),,kʷˤath,見,一,合,泰,去,古外,kuàj,guei4,禬鬠會,todo：從曰聲？併入乙？
會,月(月0),,gʷˤath,匣,一,合,泰,去,黃外,xuàj,huei4,會禬䢈繪,
會,月(月0),,gʷˤat,匣,一,合,末,入,戸括,xuat,ho5,鬠,
會,月(月0),,kʰʷˤath,溪,一,合,泰,去,苦會,khuàj,kuei4,𥢶,
會,月(月0),,kʰʀʷˤath,溪,二,合,夬,去,苦夬,khwàj,kuä4,𥢶噲璯,
會,物,,xʀˤəth,曉,二,開,皆,去,許介,hrä̀i,xä4,譮,
業,葉(葉0),,ŋˤap,疑,一,開,盍,入,五盍,ngap,o5,𥋙,
業,緝,,ŋˤəp,疑,一,開,合,入,五合,ngöp,o5,礏,
業,業(葉1),,ŋɛp,疑,三,開,業,入,魚怯,ngyöp,ie5,業㸣鄴驜嶪𠟪䧨㗼𠄅𩑃𢢜𩼋鸈澲,
業,葉(葉0),,skʰap,清,三,開,葉A,入,七接,tshiäp,cie5,𠟪,訓緁
業,葉(葉0),,nʀap,娘,三,開,葉B,入,尼輒,nyäp,lie5,䌜,𦀖䌜同𢽱𣀳
毀,皮(歌1),,xʀʷɛlɣ,曉,三,合,支B,上,許委,hüḯ,huei3,毀燬檓毇𥶵譭㩓𡢕,
毀,皮(歌1),,xʀʷɛlh,曉,三,合,支B,去,況僞,hüï̀,huei4,毀,
毀,質,,ŋˤøt,疑,四,開,屑,入,五結,ngiet,lie5,隉,嶭嵲𡴎𡿖𡸢隉臲同
毀,微,,kʰʷəlh,溪,三,合,微,去,丘畏,khüë̀i,kuei4,𥽂𧝷,
𣊡,侵,,ŋˤəm,疑,一,開,覃,平,五含,ngöm,ang2,䜙,
𣊡,緝,,xləp,書,三,開,緝A,入,失入,sjip,shr5,濕溼䏉,
𣊡,緝,,xlˤəp,透,一,開,合,入,他合,thöp,ta5,濕(漯),
𣊡,緝,,dʀəp,澄,三,開,緝B,入,直立,dcyp,zhr5,㙷,
𣊡,葉(葉0),,dʀap,澄,三,開,葉B,入,直葉,dcyäp,zhä5,㙷,
𣊡,緝,,sɣəp,邪,三,開,緝A,入,似入,zip,si5,隰,
𣊡,緝,,kʰʀəp,溪,三,開,緝B,入,去急,khyp,qi5,㬤,
𣊡,葉(葉0),,ŋˤap,疑,一,開,盍,入,五盍,ngap,o5,儑,
𣊡,侵,,ŋˤəmh,疑,一,開,覃,去,五紺,ngö̀m,ang4,儑,
𣊡,緝,,ŋˤəp,疑,一,開,合,入,五合,ngöp,o5,𣊡儑𡀾礘,
𣊡,見(元1),ˤem>ˤɛn,xˤɛnɣ,曉,四,開,先,上,呼典,hién,xän3,𣊡顯韅,𣊡訓現之同源詞
𣊡,見(元1),ˤem>ˤɛn,xˤɛnh,曉,四,開,先,去,呼甸,hièn,xän4,𩎌,
畺,陽,,kaŋ,見,三,開,陽,平,居良,kyang,jang1,殭薑𧅁畺疆壃畕㹔繮韁礓橿䗵僵,
畺,陽,,kaŋh,見,三,開,陽,去,居亮,kyàng,jang4,殭,
畺,陽,,kʀaŋ,見,三,開,庚,平,舉卿,kyäng,jin1,麠,
畺,陽,,gʀaŋ,群,三,開,庚,平,渠京,gyäng,qin2,䲔,
畺,陽,,gaŋ,群,三,開,陽,平,巨良,gyang,qang2,彊䲔,
畺,陽,,gaŋɣ,群,三,開,陽,上,其兩,gyáng,jang4,彊,
睪,鐸,,kʰlˤak,透,一,開,鐸,入,他各,thak,to5,籜蘀,
睪,鐸,,glˤak,定,一,開,鐸,入,徒落,dak,do5,襗鐸凙𩍜䐾,
睪,鐸,rg>dʀ,dʀˤak,澄,二,開,陌,入,場伯,dcräk,zä5,襗檡1擇澤䕪鸅𩏪蠌,
睪,鐸,,xlak,書,三,開,昔,入,施隻,sjiäk,shr5,𦔥檡2釋𥼶䁺,
睪,鐸,,ɣlak,以,三,開,昔,入,羊益,jiäk,i5,斁1𦔥繹睪譯懌驛嶧醳圛襗墿𥜃燡㘁𤑹𠓋,斁同射
睪,鐸,,ɣlˤakh,定,一,開,模,去,徒故,dò,du4,斁1,
睪,鐸,,klˤakh,端,一,開,模,去,當故,tò,du4,斁2殬,
睪,鐸,,kʰlak,昌,三,開,昔,入,昌石,tsjhiäk,chr5,㚖,同斥
筭,元(元0),,sʷˤanh,心,一,合,桓,去,蘇貫,suàn,suang4,筭笇,
筮,月(月0),,dath,常,三,開,祭A,去,時制,dzjièj,shr4,噬筮簭澨遾,
罪,微,,skʰʷˤəlɣ,清,一,合,灰,上,七罪,tshuö́i,cuei3,𣿓䊫,
罪,微,,sgʷˤəlɣ,從,一,合,灰,上,徂賄,dzuö́i,zuei4,㠑罪,𡼊㠑配疊韻
罪,脂,,sgʷølɣ,從,三,合,脂A,上,徂累,dzví,zuei4,㠑,𡻭㠑配疊韻
罪,微,,sgʀʷˤəlʔ,崇,二,合,皆,平,仕懷,dzcwäi,chuä2,𢶀,
肅,覺,,sok,心,三,開,屋,入,息逐,syuk,su5,䎘𩘹蟰肅鷫驌鱐璛㪩橚潚㩋䃤,蟰橚潚䃤白讀半邊音
肅,宵,,sˤøɣ,心,四,開,蕭,上,先鳥,siéu,siao3,䃤㩋,
肅,覺,,sʀok,生,三,開,屋,入,所六,scyuk,su5,𩘹㩋䎘,
肅,宵,,sˤø,心,四,開,蕭,平,蘇彫,sieu,siao1,㩋蕭簫彇𩙚瀟蟰橚潚,
肅,覺,,sʷˤokh,心,四,開,蕭,去,蘇弔,sièu,siao4,㩋䐹熽嘯歗,
肅,幽,,sʀo,生,三,開,尤,平,所鳩,scyu,sou1,䐹,
肅,覺,,sokh,心,三,開,尤,去,息救,syù,siou4,繡,
解,之,,kʀˤə,見,二,開,皆,平,古諧,kräi,jä1,薢,
解,支,,kʀˤɛɣ,見,二,開,佳,上,佳買,kré,jä3,解薢檞,
解,支,,kʀˤɛh,見,二,開,佳,去,古隘,krè,jä4,解薢懈繲廨,
解,支,,gʀˤɛɣ,匣,二,開,佳,上,胡買,xré,xä4,解蟹䲒獬澥嶰𨼬,
解,支,,gʀˤɛh,匣,二,開,佳,去,胡懈,xrè,xä4,解邂,
解,之,,kʰʀˤəɣ,溪,二,開,皆,上,苦駭,khrä́i,qä3,𠢲,
詹,談(談0),,tˤamɣ,端,一,開,談,上,都敢,tám,dang3,膽䃫黵𪆻,
詹,侵,,tˤəm,端,一,開,覃,平,丁含,töm,dang1,甔,
詹,談(談0),,tˤam,端,一,開,談,平,都甘,tam,dang1,擔甔儋聸,
詹,談(談0),,tˤamh,端,一,開,談,去,都濫,tàm,dang4,擔甔,
詹,嚴(談1),,tʰˤɛm,透,四,開,添,平,他兼,thiem,tiän1,舚,
詹,嚴(談1),,tʰˤɛmh,透,四,開,添,去,他念,thièm,tiän4,舚,
詹,談(談0),,dˤam,定,一,開,談,平,徒甘,dam,tang2,澹,
詹,談(談0),,dˤamɣ,定,一,開,談,上,徒敢,dám,dang4,澹憺,
