基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
詹,談(談0),,dˤamh,定,一,開,談,去,徒濫,dàm,dang4,憺澹,
詹,葉(葉0),,dˤap,定,一,開,盍,入,徒盍,dap,da5,譫,
詹,葉(葉0),,tap°,章,三,開,盍,入,章盍,tsjap,zha5,譫,怪音，或滯上古
詹,談(談0),,dam,常,三,開,鹽A,平,視占,dzjiäm,chang2,蟾,
詹,談(談0),,tam,章,三,開,鹽A,平,職廉,tsjiäm,zhang1,蟾詹瞻噡厃,
詹,談(談0),,tʰamʔ,昌,三,開,鹽A,平,處占,tsjhiäm,chang1,䪜幨襜,
詹,談(談0),,tʰamh,昌,三,開,鹽A,去,昌豔,tsjhiä̀m,chang4,䪜幨襜䦲䠨韂㙴,
詹,談(談0),,lam,以,三,開,鹽A,平,余廉,jiäm,iän2,䦲檐簷𣡞,
詹,談(談0),,damh,常,三,開,鹽A,去,時豔,dzjiä̀m,shang4,贍,
詹,侵,,sgʀˤəmh,崇,二,開,咸,去,仕陷,dzcrä̀m,zhang4,𨼮,中古新造字
豊,脂,,ʀˤølɣ,來,四,開,齊,上,盧啓,liéi,li3,禮𥴡澧醴鱧豊,
豊,脂,,xlˤølɣ,透,四,開,齊,上,他禮,thiéi,ti3,體軆䪆,
襾,魚,,xʀˤaɣ,曉,二,開,麻,上,許下,hrá,xa3,襾,
襾,魚,,hʀˤah,影,二,開,麻,去,衣嫁,qrà,ia4,襾,
襾,魚,,kˤaɣ,見,一,開,模,上,公戸,kó,gu3,賈,
襾,魚,,kʀˤaɣ,見,二,開,麻,上,古疋,krá,ja3,賈檟,
襾,魚,,kʀˤah,見,二,開,麻,去,古訝,krà,ja4,賈價,
辟,錫,,pʰˤɛk,滂,四,開,錫,入,普擊,phiek,pi5,癖僻霹劈澼憵,
辟,錫,,pʰɛk,滂,三,開,昔,入,芳辟,phiäk,pi5,癖廦僻,
辟,錫,,pˤɛk,幫,四,開,錫,入,北激,piek,bi5,繴廦壁鼊𧲜,
辟,錫,,bʀˤɛk,並,二,開,麥,入,蒲革,brek,bä5,繴䌟𦌠,
辟,錫,,pˤɛkh,幫,四,開,齊,去,博計,pièi,bi4,嬖,
辟,錫,,bˤɛkh,並,四,開,齊,去,蒲計,bièi,bi4,薜1𥴬鐾(䥍),鐾誤作䥍
辟,錫,,pʀˤɛk,幫,二,開,麥,入,博厄,prek,bä5,糪檗擘薜2𤖟,
辟,錫,,pʰʀˤɛk,滂,二,開,麥,入,普麥,phrek,pä5,糪,
辟,錫,,pʀˤɛkh,幫,二,開,佳,去,方賣,prè,bä4,㠔,
辟,錫,,pʰɛk,滂,三,開,昔,入,芳辟,phiäk,pi5,辟,
辟,錫,,pɛk,幫,三,開,昔,入,必益,piäk,bi5,辟躄璧鐴𣦢襞𨐨,
辟,錫,,bɛk,並,三,開,昔,入,房益,biäk,bi5,辟躄㱸擗闢𩪧,
辟,錫,,bˤɛk,並,四,開,錫,入,扶歷,biek,bi5,㱸甓鷿,
辟,錫,,mˤɛk,明,四,開,錫,入,莫狄,miek,mi5,幦,
辟,錫,,pɛkh,幫,三,開,支A,去,卑義,piï̀,bi4,臂,
辟,錫,,pʰɛk,滂,三,開,昔,入,匹(正之)石,phiäk,pi5,𠪮,
辟,錫,,pʰɛkh,滂,三,開,支A,去,匹賜,phiï̀,pi4,譬㵨,
辟,錫,,bɛkh,並,三,開,支A,去,毗義,biï̀,bi4,避,
農,幽,,nʀˤo,娘,二,開,肴,平,女交,nrau,lao2,䃩<=硇>,
農,幽,,nˤo,泥,一,開,豪,平,奴刀,nau,lao2,嶩,
農,幽,,nʀˤo,娘,二,開,肴,平,女交,nrau,lao2,㺜𤣜,
農,幽,,nˤo,泥,一,開,豪,平,奴刀,nau,lao2,㺜𤣜,
農,冬,,nˤoŋ,泥,一,開,冬,平,奴冬,nong,long2,㺜𤣜,
農,冬,,nˤoŋ,泥,一,開,冬,平,奴冬,nong,long2,農䢉辳𨑋𩅽憹㺜儂𧗕膿,
農,冬,,nˤoŋ,泥,一,開,冬,平,奴冬,nong,long2,𩟊噥,
農,冬,,nʀˤoŋ,娘,二,開,江,平,女江,nröng,lang2,𩟊噥,䭢𩟊雙聲
農,冬,,nʀˤoŋ,娘,二,開,江,平,女江,nröng,lang2,𦗳𣰊鬞䁸𪆯,
農,東,,nˤɔŋh,泥,一,開,東,去,奴凍,nùng,long4,齈癑,
農,東,,nɔŋ,日,三,開,鍾,平,而容,njyong,rong2,襛穠,
農,東,,nʀɔŋ,娘,三,開,鍾,平,女容,nyong,long2,襛穠,
農,東,,nʀɔŋ,娘,三,開,鍾,平,女容,nyong,long2,醲濃檂𪒬𨲳,
農,東,,nˤɔŋɣ,泥,一,開,東,上,奴動,núng,long3,𨑊,
農,東,,nʀɔŋ,娘,三,開,鍾,平,女容,nyong,long2,𨑊,
農,東,,nɔŋh,日,三,開,鍾,去,而用,njyòng,rong4,𩼅,
馵,屋,,tɔkh,章,三,合,虞,去,之戍,tsjüò,zhu4,馵㺛,
魝,質,,kˤøt,見,四,開,屑,入,古屑,kiet,je5,𧾯魝,
魝,質,,kˤøth,見,四,開,齊,去,古詣,kièi,ji4,薊,
麀,幽,,hˤo,影,一,開,豪,平,於刀,qau,ao1,𤏶䥝鏖,
麀,幽,,ho,影,三,開,尤,平,於求,qyu,iou1,麀,
黽,印(真1),,mʀøŋɣ,明,三,開,真B,上,眉殞,mýn,min3,𦌡,
黽,蒸,,mʀˤəŋ,明,二,開,耕,平,莫耕,mreng,men2,𥋝,
黽,陽,,mʀˤaŋ,明,二,開,庚,平,武庚,mräng,men2,𥋝鄳,
黽,陽,,mʀˤaŋɣ,明,二,開,庚,上,莫杏(幸),mrä́ng,men3,𥋝鄳鱦,
黽,印(真1),,møŋɣ,明,三,開,真A,上,武盡,mín,min3,黽僶澠,
黽,蒸,,mʀˤəŋɣ,明,二,開,耕,上,武幸,mréng,men3,黽鼆,
黽,元(元0),,manɣ,明,三,開,仙A,上,彌兖,miä́n,miän3,黽,黽池縣方言
鼓,魚,,kˤaɣ,見,一,開,模,上,公戸,kó,gu3,皷鼓瞽,
鼠,魚,,xlʷaɣ,書,三,開,魚,上,舒吕,sjyó,shu3,鼠癙,
䋣,微,,mʀəlɣ,明,三,開,脂B,上,無鄙,myí,mei3,𤛎,
䋣,文,,mʀənɣ,明,三,開,真B,上,眉殞,mýn,min3,𤛎,
䋣,文,,mʀənɣ,明,三,開,真B,上,眉殞,mýn,min3,慜敏鰵,
䋣,元(元0),,bˤan,並,一,合,桓,平,薄官,buan,pang2,繁,
䋣,歌(歌0),,bˤal,並,一,合,戈,平,薄波,buö,po2,繁,
䋣,見(元1),,bɛn,並,三,合,元,平,附袁,büon,fang2,繁蘩瀿䋣,
䋣,見(元1),,bɛnh,並,三,合,元,去,符万,büòn,fang4,㶗,
䧹,蒸,,həŋ,影,三,開,蒸,平,於陵,qyng,in1,應膺𧕄鷹䧹,
䧹,蒸,,həŋh,影,三,開,蒸,去,於證,qỳng,in4,應譍噟,
𡈋,文,,kʰʷˤənɣ,溪,一,合,魂,上,苦本,khúon,kuen3,𡈋壼,
𡈋,文,,kʰʀʷən,溪,三,合,真B,平,去倫,khüyn,qüin1,𡈋,
𣪠,錫,,kˤɛk,見,四,開,錫,入,古歷,kiek,ji5,轚擊墼𦼷,
𣪠,錫,,kˤɛkh,見,四,開,齊,去,古詣,kièi,ji4,轚,
,支,,gˤølh,匣,四,開,齊,去,胡計,xièi,xi4,繫,訓係系
𣪠,支,,kˤɛh,見,四,開,齊,去,古詣,kièi,ji4,繫檕蘻𣪠(㲅),
𣪠,支,,kʰˤɛ,溪,四,開,齊,平,苦奚,khiei,qi1,檕,
𣪠,職,,kʀˤək,見,二,開,麥,入,古核,krek,gä5,𧈑,
𣪠,錫,,xlˤɛk,透,四,開,錫,入,他歷,thiek,ti5,𢢞(𢞒),
𣪠,錫,,kʰˤɛk,溪,四,開,錫,入,苦擊,khiek,qi5,𢢞(𢞒)𣪠𠿊,
𣪠,錫,,kʰˤɛkh,溪,四,開,齊,去,苦計,khièi,qi4,罊𢢞,
𣪠,職,,kʰʀˤək,溪,二,開,麥,入,楷革,khrek,kä5,罊礊1,
𣪠,職,,xʀʷˤək,曉,二,合,麥,入,呼麥,hwek,huä5,礊1,
𣪠,鐸,,kʰʀˤak,溪,二,開,陌,入,苦格,khräk,kä5,礊2,
𣪠,錫,,ʀˤɛk,來,四,開,錫,入,郎擊,liek,li5,𤩚,
𣪠,錫,,xlˤɛkh,透,四,開,齊,去,他計,thièi,ti4,𣤢,
𣪠,支,,kʰʀˤɛh,溪,二,開,佳,去,苦賣,khrè,qä4,𡢖,
𣪠,支,,kʰʀˤɛɣ,溪,二,開,佳,上,苦蟹,khré,qä3,𡢖,
𣪠,脂,,kʰˤølh,溪,四,開,齊,去,苦計,khièi,qi4,蟿𡢖,
𣪠,脂,,kʰølh,溪,三,開,脂A,去,詰利,khì,qi4,蟿,
𦝠,歌(歌0),,ʀʷˤal,來,一,合,戈,平,落戈,luö,lo2,蠃𦝠𩼊驘鸁𣜄𥢵𧄿𨰠,
𦝠,歌(歌0),,ʀʷˤalɣ,來,一,合,戈,上,郎果,luö́,lo3,蠃𦝠𣎆𧝹臝𣎆,
𦝠,月(月0),,ʀʷˤath,來,一,合,泰,去,郎外,luàj,luei4,㱻,
𦝠,歌(歌0),,ʀʷˤalh,來,一,合,戈,去,魯過,luö̀,lo4,㱻𡰠䇔𢺑䌴,
𦝠,皮(歌1),,ʀʷɛl,來,三,合,支A,平,力爲,lvï,luei2,𡰠羸,
𦝠,見(元1),,ʀʷˤɛn,來,二,合,山,平,力頑,lwän,luang2,𡰠,𡰠𡰝配疊韻
圖,魚,,dˤa,定,一,開,模,平,同都,do,tu2,圖啚,
奪,月(月0),,ɣlʷˤat,定,一,合,末,入,徒活,duat,do5,奪𡙜,或許從奞聲？
寍,耕,,nˤɛŋ,泥,四,開,青,平,奴丁,nieng,lin2,鸋聹寧寍𧕝嚀,
寍,耕,,nˤɛŋɣ,泥,四,開,青,上,乃挺,niéng,lin3,聹濘𩕳䗿䔭,
寍,耕,,nˤɛŋh,泥,四,開,青,去,乃定,nièng,lin4,濘鸋甯,
,脂,,nˤølh,泥,四,開,齊,去,奴計,nièi,li4,濘,訓泥
寍,耕,,nʀˤɛŋ,娘,二,開,耕,平,女耕,nreng,len2,儜薴鬡𧭈鑏䭢嬣,
寍,陽,,nʀˤaŋ,娘,二,開,庚,平,乃庚,nräng,len2,㲰獰𥣗,
寍,陽,,nʀˤaŋɣ,娘,二,開,庚,上,拏梗,nrä́ng,len3,檸,
對,物,,tʀʷəth,知,三,合,脂B,去,追萃,tcüì,zhuei4,轛,
對,物,,tʷˤəth,端,一,合,灰,去,都隊,tuö̀i,duei4,轛對𡭊𣝉𠏮,
對,物,,dʷˤəth,定,一,合,灰,去,徒對,duö̀i,duei4,䨴薱濧,
對,物,,dʀʷəth,澄,三,合,脂B,去,直類,dcüì,zhuei4,懟,
曄,葉(葉0),,ɣʀap,云,三,開,葉B,入,筠輒,yäp,ie5,曄曅燁爗皣瞱,
曄,緝,,ɣʀəp,云,三,開,緝B,入,爲立,yp,i5,曄,
歰,緝,,sxˤəp,心,一,開,合,入,蘇合,söp,sa5,𢕬,
歰,緝,,skʰʀəp,初,三,開,緝B,入,初戢,tschyp,cä5,𢕬,
歰,緝,,sxʀəp,生,三,開,緝B,入,色立,scyp,sä5,歰澀澁㒊,
毓,幽,,ʀo,來,三,開,尤,平,力求,lyu,liou2,𥹷流㳅瑬旒䖻裗𪎣硫,
毓,侯,,ɣlɔ,以,三,合,虞,平,羊朱,jüo,ü2,蘛1(𧃠),
毓,覺,,ɣlok,以,三,開,屋,入,余六,jyuk,ü5,育毓𩱱䋭棛錥焴淯蜟堉逳𦱀蘛2,
毓,脂,,ɣlʷølh,以,三,合,脂A,去,以醉,jvì,uei4,𤀷,中古新造字
熏,文,,xʷən,曉,三,合,文,平,許云,hüën,xüin1,臐薰曛勳熏燻獯纁醺,todo：併入屮？
熏,文,,xʷənh,曉,三,合,文,去,許運,hüë̀n,xüin4,臐薰爋,
熏,見(元1),,xʷɛn,曉,三,合,元,平,況袁,hüon,xüän1,壎,
熏,文,,tʰʀʷən,徹,三,合,諄,平,丑倫,tchüyn,chuen1,櫄,
尒,皮(歌1),,nʀˤɛlɣ,娘,二,開,佳,上,奴蟹,nré,lä3,嬭㚷,
尒,脂,,nølɣ,明,三,開,支A,上,綿婢,miḯ,mi3,瀰𩰞(䦵)濔,
尒,脂,,nˤølɣ,泥,四,開,齊,上,奴禮,niéi,li3,嬭𩰞(䦵)瀰檷禰𩯨薾鑈1𩍦,
尒,皮(歌1),,nɛl,明,三,開,支A,平,武移,miï,mi2,鸍檷瀰彌𢏏镾瓕獼𥸀䥸𥎖,
尒,皮(歌1),xn>xl,xlɛl,書,三,開,支A,平,式支,sjiï,shr1,䌳鸍𪓿,
尒,皮(歌1),sn>s,sɛl,心,三,開,支A,平,息移,siï,sy1,䌳,
尒,皮(歌1),,kʰlɛl,昌,三,開,支A,平,叱支,tsjhiï,chr1,䌳,訓紙之同源詞，粗緒
尒,質,,nˤøt,泥,四,開,屑,入,奴結,niet,lie5,苶,
尒,皮(歌1),,sɛlɣ,心,三,開,支A,上,斯氏,siḯ,sy3,壐璽,
尒,元(元0),,sxanɣ,心,三,開,仙A,上,息淺,siä́n,siän3,𤐨,𤐨廣韻中古新造字，同燹
尒,元(元0),,sanɣ,心,三,開,仙A,上,息淺,siä́n,siän3,獮𤣗𤐨,
尒,皮(歌1),,tɛl,章,三,開,支A,平,章移,tsjiï,zhr1,𩍲,
尒,皮(歌1),,nɛl,明,三,開,支A,平,武移,miï,mi2,㜷,
尒,,,,明,四,開,齊,平,莫兮,miei,mi2,𡝡,中古新造字，韻腹滯上古
,業(葉1),,nˤɛp,泥,四,開,怗,入,奴協,niep,lie5,籋䇣(苶)鑈2,訓鑷 
,葉(葉0),,nʀap,娘,三,開,葉B,入,尼輒,nyäp,lie5,籋,訓鑷
尒,魚,,naɣ,日,三,開,麻,上,人者,njyá,re3,𠰒,中古新造字
尒,月(月0),,nat,日,三,開,薛A,入,如列,njiät,rä5,苶,
尒,皮(歌1),,nɛlɣ,日,三,開,支A,上,兒氏,njiḯ,er3,爾尒邇𨒛,滯上古，邇迡同源
尒,之,,nʀəɣ,娘,三,開,之,上,乃里,ný,li3,伱,中古新造字
獄,覺,,ŋʀˤok,疑,二,開,覺,入,五角,ngrök,io5,嶽鸑,
獄,屋,,ŋɔk,疑,三,開,燭,入,魚欲,ngyok,ü5,獄,
盡,真(真0),,skˤøn,精,四,開,先,平,則前,tsien,ziän1,𨔥,todo：併入聿？
盡,元(元0),,skan,精,三,開,仙A,平,子仙,tsiän,ziän1,葏,
盡,真(真0),,skønɣ,精,三,開,真A,上,即忍,tsín,zin3,盡㯸,
盡,真(真0),,sgønɣ,從,三,開,真A,上,慈忍,dzín,zin4,盡濜,
盡,真(真0),,skøn,精,三,開,真A,平,將鄰,tsin,zin1,濜津𦘔,
盡,真(真0),,sgønh,從,三,開,真A,去,疾(徐)刃,dzìn,zin4,濜賮燼㶳藎璶,
盡,真(真0),,sgʀønɣ,崇,三,開,臻,上,鉏紖,dzcýn,zen4,濜,
罰,拜(月1),,bɛt,並,三,合,月,入,房越,büot,fa5,罰藅,
翟,藥,,tʰˤøk,透,四,開,錫,入,他歷,thiek,ti5,籊趯䢰,
翟,藥,,dˤøk,定,四,開,錫,入,徒歷,diek,di5,籊䌦翟糴籴䊮,
翟,藥,,dʷˤøkh,定,一,開,豪,去,徒到,dàu,dao4,䌦,
翟,鐸,,dʀˤak,澄,二,開,陌,入,場伯,dcräk,zä5,翟,
翟,宵,,tʰˤøh,透,四,開,蕭,去,他弔,thièu,tiao4,糶粜,
翟,宵,,dˤø,定,四,開,蕭,平,徒聊,dieu,tiao2,嬥,
翟,宵,,dˤøɣ,定,四,開,蕭,上,徒了,diéu,diao4,嬥,
翟,宵,,dˤøh,定,四,開,蕭,去,徒弔,dièu,diao4,嬥藋,
翟,藥,,dʀˤøk,澄,二,開,覺,入,直角,dcrök,zho5,嬥㪬濯擢𧃔㺟蠗鸐𩆸,
翟,覺,,tʰʀˤok,徹,二,開,覺,入,敕角,tchrök,cho5,㪬,
翟,藥,,dʀˤøkh,澄,二,開,肴,去,直敎,dcràu,zhao4,濯櫂,
翟,藥,,tʰʀˤøk,徹,四,開,錫,入,丑歷,tchiek,chr5,𣤩,
翟,藥,,løk,以,三,開,藥,入,以灼,jyak,io5,躍𩱲㿑,
翟,藥,,løkh,以,三,開,宵A,去,弋照,jiä̀u,iao4,燿耀曜,
舞,魚,,xʀʷaɣ,曉,三,開,魚,上,虚吕,hyó,xü3,鄦,同許國
舞,魚,,pʰˤa,滂,一,開,模,平,普胡,pho,pu1,墲,
舞,魚,,mˤa,明,一,開,模,平,莫胡,mo,mo2,墲䉑橅,
舞,之,,mʀə,明,三,合,虞,平,武夫,müo,u2,墲膴䉑憮䍢瞴𦌬無蕪璑𨼊鷡譕,
舞,之,,mʀəɣ,明,三,合,虞,上,文甫,müó,u3,膴憮瞴𦌬舞儛嫵㒇廡𢋑甒潕䒉𣞤,
舞,魚,xm>xʷ,xʷˤa,曉,一,開,模,平,荒烏,ho,hu1,膴幠,
舞,魚,,mah,明,三,合,虞,去,亡遇,müò,u4,𦆞,
舞,魚,,pʰaɣ,滂,三,合,虞,上,芳武,phüó,fu3,撫䌗,
豩,元(元0),,xʀʷˤan,曉,二,合,刪,平,呼關,hwan,huang1,豩1,todo：併入豕？
豩,脂,,xʷølh,曉,三,合,脂A,去,火類,hvì,huei4,豩1,
豩,文,,pʀən,幫,三,開,真B,平,府巾,pyn,bin1,豳豩2,
豩,文,,pʰən,滂,三,合,文,平,撫(府)文,phüën,fen1,𩰟𨷹,同紛
豩,微,,xʀʷəlh,曉,三,合,脂B,去,許位,hüì,huei4,燹,
豩,見(元1),,sxˤɛnɣ,心,四,開,先,上,蘇典,sién,siän3,燹,
豩,元(元0),,sxanɣ,心,三,開,仙A,上,息淺,siä́n,siän3,燹𥙮,燹𤐨同
,耕,,,明,四,開,青,上,莫迥,miéng,min3,瀴,瀴溟同巊㟰，疊韻，古人誤以爲互爲異體字都讀如“溟”
賏,陽,,hʀˤaŋh,影,二,開,庚,去,於孟,qrä̀ng,en4,瀴,瀴㵾疊韻
賏,耕,,hˤɛŋɣ,影,四,開,青,上,烟涬,qiéng,in3,瀴巊,瀴溟疊韻
賏,耕,,hʀˤɛŋ,影,二,開,耕,平,烏莖,qreng,in1,甖罌嚶櫻鸚譻鸎,
賏,耕,,hʀˤɛŋh,影,二,開,耕,去,鷖迸,qrèng,in4,䙬,
賏,陽,,hʀaŋh,影,三,開,庚,去,於敬,qyä̀ng,in4,賏,
賏,耕,,hɛŋ,影,三,開,清,平,於盈,qiäng,in1,𨟙賏嬰瓔纓攖蘡,
賏,耕,,hɛŋɣ,影,三,開,清,上,於郢,qiä́ng,in3,𨟙廮癭𣤵𦡺,
馽,緝,,tʀəp,知,三,開,緝B,入,陟立,tcyp,zhr5,馽𩢏𡁉𡂣,
齊,脂,,skʀˤøl,莊,二,開,皆,平,側皆,tscräi,zhä1,齋,
齊,脂,,skøl,精,三,開,脂A,平,即夷,tsi,zy1,齎𪗉𪗋𧞓齍,
齊,脂,,skˤøl,精,四,開,齊,平,祖稽,tsiei,zi1,齎擠躋隮賷齏𧆌櫅𢥎,
齊,脂,,skˤølh,精,四,開,齊,去,子計,tsièi,zi4,隮躋濟擠霽䶓,
齊,脂,,skˤølɣ,精,四,開,齊,上,子禮,tsiéi,zi3,濟癠䍤,
齊,脂,,sgˤølɣ,從,四,開,齊,上,徂禮,dziéi,zi4,癠薺1鱭,
齊,脂,,sgˤølh,從,四,開,齊,去,在詣,dzièi,zi4,癠懠,
齊,脂,,sgøl,從,三,開,脂A,平,疾資,dzi,cy2,蠐薺2,
齊,脂,,sgˤøl,從,四,開,齊,平,徂奚,dziei,ci2,麡蠐懠癠齊1臍𪗍䶒,
齊,脂,,sgʀˤøl,崇,二,開,皆,平,士皆,dzcräi,chä2,麡儕,
齊,脂,,skˤøl,精,四,開,齊,平,祖稽,tsiei,zi1,齌麡,
齊,脂,,skʰˤøl,清,四,開,齊,平,七稽,tshiei,ci1,齌,
齊,脂,,sgˤølh,從,四,開,齊,去,在詣,dzièi,zi4,齌嚌𨣧齊2䶩,
齊,脂,,sgˤølh,從,四,開,齊,去,在詣,dzièi,zi4,穧,
齊,脂,,skˤølh,精,四,開,齊,去,子計,tsièi,zi4,穧,
齊,月(月0),,skath,精,三,開,祭A,去,子例,tsièj,zi4,穧,
齊,脂,,sgˤølh,從,四,開,齊,去,在詣,dzièi,zi4,劑,
齊,皮(歌1),,skʷɛl,精,三,合,支A,平,遵爲,tsvï,zuei1,劑,
㕡,月(月0),,ɣlʷath,以,三,合,祭A,去,以芮,jvèj,ruei4,叡睿,
㕡,皮(歌1),,ɣlʷɛlh,以,三,合,支A,去,以睡,jvï̀,uei4,䜜,
㕡,文,,sxʷənh,心,三,合,諄,去,私閏,svìn,süin4,濬𧸩,
㕡,見(元1),,sɣɛn,邪,三,合,仙A,平,似宣,zvän,süän2,璿𤩅𤫀,
㕡,見(元1),,sɣɛnh,邪,三,合,仙A,去,辝戀,zvä̀n,süän4,𧾩,
㕡,文,,sɣʷən,邪,三,合,諄,平,詳遵,zvin,süin2,𧾩,
䩆,元(元0),,skʀˤanɣ,莊,二,開,刪,上,側板,tscrán,zhang3,䩆拃,䩆𩈶配疊韻，拃從䩆省 todo：併入乍？
𠍳,錫,,hʀˤɛkh,影,二,開,佳,去,烏懈,qrè,ä4,𨽴,
𢇍,月(月0),,sgʷat,從,三,合,薛A,入,情雪,dzvät,züe5,𢇍,𢇍是絕的古文
𢇍,月(月0),,tʀʷat,知,三,合,薛B,入,陟劣,tcüät,zho5,𧖀,
𢇍,元(元0),,tʷˤanɣ,端,一,合,桓,上,都管,tuán,duang3,𢷖,
𢇍,元(元0),,tʷˤanɣ,端,一,合,桓,上,都管,tuán,duang3,斷,
𢇍,元(元0),,dʷˤanɣ,定,一,合,桓,上,徒管,duán,duang4,斷,
𢇍,元(元0),,tʷˤanh,端,一,合,桓,去,丁貫,tuàn,duang4,斷,
𢇍,元(元0),,tʰʷˤanɣ,透,一,合,桓,上,吐緩,thuán,tuang3,䠪,
𢇍,元(元0),,tʷan,章,三,合,仙A,平,職緣,tsjvän,zhuang1,𩠹,
嘼,幽,,xloh,書,三,開,尤,去,舒救,sjyù,shou4,獸,
嘼,幽,,xoh,曉,三,開,尤,去,許救,hyù,xou4,嘼,
宷,侵,,xləmɣ,書,三,開,侵A,上,式荏(任),sjím,shen3,宷審㰂𧀯,
宷,侵,,kʰləmɣ,昌,三,開,侵A,上,昌枕,tsjhím,chen3,瀋,
巤,緝,,ʀˤəp,來,一,開,合,入,盧合,löp,la5,𪇹,
巤,葉(葉0),,ʀˤap,來,一,開,盍,入,盧盍,lap,la5,𪇹擸1邋臘臘(臈)𪙷鑞蠟䗶𥀰𦒦𦆻(𦅶),
巤,葉(葉0),,ʀap,來,三,開,葉A,入,良涉,liäp,lie5,擸1邋獵(獦)獵鬣㲱躐䁽𣋲儠犣䪉䉭鱲𡂏𠠗䜲䃳巤,䃳崨疊韻
巤,葉(葉0),,ʀap,來,三,開,葉A,入,良涉,liäp,lie5,㯿,
巤,葉(葉0),,ɣlap,以,三,開,葉A,入,與涉,jiäp,ie5,㯿,
巤,葉(葉0),,dʀˤap,澄,二,開,狎,入,丈甲,dcrap,zha5,擸2(擖),押擖疊韻
廛,元(元0),,tʀan,知,三,開,仙B,平,張連,tcyän,zhang1,𩼼,
廛,元(元0),,dʀanh,澄,三,開,仙B,去,持碾,dcyä̀n,zhang4,纏,
廛,元(元0),,dʀan,澄,三,開,仙B,平,直連,dcyän,chang2,纏緾躔瀍鄽𨷭𧔊廛㙻,
徵,蒸,,tʀəŋ,知,三,開,蒸,平,陟陵,tcyng,zhen1,徵1𨟃癥,
徵,之,,tʀəɣ,知,三,開,之,上,陟里,tcý,zhr3,徵2,
徵,蒸,,dʀəŋ,澄,三,開,蒸,平,直陵,dcyng,chen2,澂懲,
徹,月(月0),,tʰʀat,徹,三,開,薛B,入,丑列,tchyät,chä5,撤徹䒆,
徹,月(月0),,dʀat,澄,三,開,薛B,入,直列,dcyät,zhä5,轍徹撤澈㯙,
慶,陽,,kʰaŋh,溪,三,開,陽,去,丘亮,khyàng,qang4,羻,
慶,陽,,kʰʀaŋh,溪,三,開,庚,去,丘敬,khyä̀ng,qin4,慶,
暴,鐸,,pˤak,幫,一,開,鐸,入,補各,puak,bo5,襮,
暴,覺,,pˤok,幫,一,開,沃,入,博沃,pok,bu5,襮𪇰,
暴,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,𪇰,
暴,藥,,bˤøkh,並,一,開,豪,去,薄報,bàu,bao4,𪇰,
暴,藥,,pʀˤøk,幫,二,開,覺,入,北角,prök,bo5,爆𪇰嚗㿺,
暴,藥,,pʀˤøkh,幫,二,開,肴,去,北敎,pràu,bao4,爆𧭤𢖔,
暴,鐸,,pˤak,幫,一,開,鐸,入,補各,puak,bo5,爆,
暴,藥,,bˤøkh,並,一,開,豪,去,薄報,bàu,bao4,暴曝瀑,
暴,藥,,bˤøk,並,一,開,屋,入,蒲木,buk,bu5,暴曝瀑,
暴,藥,,bʀˤøk,並,二,開,覺,入,蒲角,brök,bo5,㩧,
暴,藥,,pʰʀˤøk,滂,二,開,覺,入,匹角,phrök,po5,㩧謈,
暴,覺,,pˤok,幫,一,開,沃,入,博沃,pok,bu5,犦,
暴,藥,,bʀˤøk,並,二,開,覺,入,蒲角,brök,bo5,謈犦𦢊懪,
暴,藥,,pʀˤøk,幫,二,開,覺,入,北角,prök,bo5,𦢊,
樂,藥,,ŋʀˤøk,疑,二,開,覺,入,五角,ngrök,io5,樂,
樂,藥,,ŋʀˤøkh,疑,二,開,肴,去,五敎,ngràu,iao4,樂,
樂,鐸,,ʀˤak,來,一,開,鐸,入,盧各,lak,lo5,樂轢躒𧭥𪇱,
樂,錫,,ʀˤɛk,來,四,開,錫,入,郎擊,liek,li5,轢躒礫瓅皪𥽗,
,月,,,來,一,開,曷,入,盧達,lat,la5,轢,訓揧𢃴
樂,錫,,ʀˤɛk,來,四,開,錫,入,郎擊,liek,li5,觻濼1,
樂,屋,,ʀˤɔk,來,一,開,屋,入,盧谷,luk,lu5,濼2觻,
樂,覺,,ʀˤok,來,一,開,沃,入,盧毒,lok,lu5,濼2,
樂,鐸,,ʀˤak,來,一,開,鐸,入,盧各,lak,lo5,𤻲濼2,
樂,藥,,ʀøkh,來,三,開,宵A,去,力照,liä̀u,liao4,𤻲,
,鐸,,pʰˤak,滂,一,開,鐸,入,匹各,phuak,po5,濼3,訓泊之同源詞
,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,濼3,訓泊之同源詞，或齊魯方言
樂,藥,,pʀˤøk,幫,二,開,覺,入,北角,prök,bo5,䑈,通駁
樂,藥,,xʀˤøk,曉,二,開,覺,入,許角,hrök,xo5,䤕,
樂,藥,,xˤøk,曉,一,開,沃,入,火酷,hok,hu5,嚛,
樂,屋,,xˤɔk,曉,一,開,屋,入,呼木,huk,hu5,嚛,
樂,鐸,,ʀak,來,三,開,藥,入,離灼,lyak,lio5,擽,同掠
樂,錫,,ʀˤɛk,來,四,開,錫,入,郎擊,liek,li5,櫟䟏擽,擽攊同
